UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
JK MOLINA,@OneJKMolina,2020-04-27T01:31:50.000Z,,"In 27 tweets I'll describe 27 powerful concepts of human psychology.

My purpose here is to show how easily humans can fall into predictable patterns and other useful stuff you should know about.  

Here we go: 

The Handbook of You (and Others) 

 [THREAD]",🧠,16,358,676,[],https://twitter.com/OneJKMolina/status/1254584004088598529
JK MOLINA,@OneJKMolina,2020-05-29T01:38:29.000Z,,Twitter profiles be like:,,21,16,168,['https://pbs.twimg.com/media/EZJhzDzWAAAjZdT?format=png&name=small'],https://twitter.com/OneJKMolina/status/1266182090011348993
JK MOLINA,@OneJKMolina,2020-05-11T13:37:06.000Z,,"There are six steps for telling a story in a way that will make people listen.
@ScottAdamsSays
 came up with them, and man they're good (and Tweet worthy).

So here we go:

Why Your Stories Suck [THREAD]",,17,360,"1,078",[],https://twitter.com/OneJKMolina/status/1259839955855200256
JK MOLINA,@OneJKMolina,2020-06-27T15:30:18.000Z,,I don't know a man who doesn't like being left the fuck alone at times.,,16,164,689,[],https://twitter.com/OneJKMolina/status/1276900672521342977
JK MOLINA,@OneJKMolina,2020-06-28T14:41:45.000Z,,Follow accounts whose brains make you jealous.,,14,126,774,[],https://twitter.com/OneJKMolina/status/1277250841351729159
JK MOLINA,@OneJKMolina,2020-05-31T19:03:16.000Z,,"College isn’t the problem.

The problem is thinking college is the only place to learn.",,26,61,270,[],https://twitter.com/OneJKMolina/status/1267169794647875584
JK MOLINA,@OneJKMolina,2020-06-24T21:24:37.000Z,,"Cheap wedding.

Expensive honeymoon.

Don’t @ me.",,15,24,222,[],https://twitter.com/OneJKMolina/status/1275902674907607042
JK MOLINA,@OneJKMolina,2020-06-27T18:56:34.000Z,,"The biggest mistake of youth is thinking they can't learn anything from adults.

The biggest mistake of adults is thinking they can't learn anything from youth.",,25,117,511,[],https://twitter.com/OneJKMolina/status/1276952579398930435
JK MOLINA,@OneJKMolina,2020-06-14T14:20:00.000Z,,"STOP TALKING.

When you're not satisfied with someone's answer, just stare and be quiet.

Most people are uncomfortable with silence, so they'll panic.

Then they'll talk.",,22,76,322,[],https://twitter.com/OneJKMolina/status/1272171937008021513
JK MOLINA,@OneJKMolina,2020-06-20T15:52:27.000Z,,"I don't know who needs to hear this, but

Your parents were just playing defense,

forgive them.",,7,53,156,[],https://twitter.com/OneJKMolina/status/1274369531612446720
JK MOLINA,@OneJKMolina,2020-06-09T01:03:56.000Z,,"Growing on Twitter is easy. (1/9)

I started tweeting seriously in April with about 80 followers

It didn't occur to me how to go about it except for just writing my best content

Did it work?

Nope.

Here's what did work and how ANYONE can grow too

I also documented it for you:",,16,47,167,['https://pbs.twimg.com/media/EaB8F6SWoAMEuoE?format=jpg&name=small'],https://twitter.com/OneJKMolina/status/1270159662923612161
JK MOLINA,@OneJKMolina,2020-06-12T04:11:27.000Z,,"You don't need anti-depressants, you need 

Good Sex

 Heavy weights

 A good nap

 A quiet walk

 Some sun

Then we can talk.",🟢 🟢 🟢 🟢 🟢,16,34,177,[],https://twitter.com/OneJKMolina/status/1271294014122229761
JK MOLINA,@OneJKMolina,2020-06-17T20:48:18.000Z,,"You don't want what you think you want

You don't want a girlfriend, you just want to feel loved

You don't want to be rich, you just want to stop worrying about money

You don't want fame, you just want attention

The first step to freedom is to stop lying to yourself.",🛑 🛑 🛑,22,73,298,[],https://twitter.com/OneJKMolina/status/1273356820703313927
JK MOLINA,@OneJKMolina,2020-06-07T17:40:00.000Z,,"Everybody feels the need to teach you something.

Don't say ""I know"" when someone tells you something.

Don't say ""I've seen it"" when someone shows you a meme.

Don't say ""That's it?"" when someone tells a story.

You're a hero by letting them be a hero for once.",🚫 🚫 🚫,10,42,181,[],https://twitter.com/OneJKMolina/status/1269685553504481281
Brandon Zhang,@brandonthezhang,2020-06-19T18:08:44.000Z,,"1/ Listening to 
@david_perell
's ""How to Write Online"" Workshop

- We are currently in a knowledge economy, writing is the lifeblood of that economy
- The world rewards people the best at communication 
- If you can communicate our ideas well, you will succeed",,12,38,284,[],https://twitter.com/brandonthezhang/status/1274041438569816065
JK MOLINA,@OneJKMolina,2020-07-19T01:47:41.000Z,,This shit breaks my heart.,,41,418,"2,124",['https://pbs.twimg.com/media/EdQND9OWkAAYlLB?format=png&name=small'],https://twitter.com/OneJKMolina/status/1284666186689662979
JK MOLINA,@OneJKMolina,2020-07-09T14:50:24.000Z,,"Weak people think the world is against them.

Strong people realize the world doesn't care who they are.",,26,552,"2,122",[],https://twitter.com/OneJKMolina/status/1281239285543456769
JK MOLINA,@OneJKMolina,2020-07-11T16:59:20.000Z,,Defund getting married in your 20s.,,48,70,523,[],https://twitter.com/OneJKMolina/status/1281996508162924545
JK MOLINA,@OneJKMolina,2020-07-22T19:32:26.000Z,,"Man is but a collection of the moments that broke him,

and the times he decided they wouldn't.",,22,138,547,[],https://twitter.com/OneJKMolina/status/1286021303854665728
JK MOLINA,@OneJKMolina,2020-07-28T00:49:27.000Z,,"Men get pleasure from getting shit done.

Simple as that.",,18,49,275,[],https://twitter.com/OneJKMolina/status/1287913020727885826
JK MOLINA,@OneJKMolina,2020-07-10T15:59:20.000Z,,"A bad workout is better than no workout.

Remember that.",,21,47,443,[],https://twitter.com/OneJKMolina/status/1281619021075554306
JK MOLINA,@OneJKMolina,2020-07-16T16:37:55.000Z,,"Weak people get hurt and call it unfair.

Strong people get hurt and call it fuel.",,17,82,301,[],https://twitter.com/OneJKMolina/status/1283803057600569345
JK MOLINA,@OneJKMolina,2020-07-07T18:40:21.000Z,,"When a man raises his voice, it means he’s out of ways to command respect.",,16,77,363,[],https://twitter.com/OneJKMolina/status/1280572379090112512
JK MOLINA,@OneJKMolina,2020-07-08T17:04:10.000Z,,Watching the news is basically asking for someone to tell you what to worry about today.,,25,89,289,[],https://twitter.com/OneJKMolina/status/1280910558640955397
JK MOLINA,@OneJKMolina,2020-07-21T15:53:27.000Z,,"The reason you shouldn't be loud

is because humans don't speak with words.

Power isn't something that's told.

It's conveyed.

There's nuance to words,

There is no nuance to presence.",,8,100,401,[],https://twitter.com/OneJKMolina/status/1285603805497892865
JK MOLINA,@OneJKMolina,2020-07-05T15:54:14.000Z,,"You don't need better books.

You need to apply what you already read.",,8,46,183,[],https://twitter.com/OneJKMolina/status/1279805797543878659
JK MOLINA,@OneJKMolina,2020-07-04T15:09:18.000Z,,"What is one quote that has guided your life?

Mine:
""Measure twice. Cut once.""",,80,27,200,[],https://twitter.com/OneJKMolina/status/1279432102929465346
JK MOLINA,@OneJKMolina,2020-07-09T19:06:09.000Z,,"Why worry about celebrities?

You're not meeting them.

Nor want to.

Why do you grant someone priority access to your mind,

When they don't even grant you access to their phone number?",,10,81,602,[],https://twitter.com/OneJKMolina/status/1281303647427715078
JK MOLINA,@OneJKMolina,2020-07-13T16:57:19.000Z,,"The biggest flex you can pull off on people who hurt you

is to forgive them.",,20,33,183,[],https://twitter.com/OneJKMolina/status/1282720774294511651
JK MOLINA,@OneJKMolina,2020-07-12T19:52:19.000Z,,"You're not healing until you go back in time and hug your kid-self.

Tell him it's ok.

He doesn't need to be anybody else.

It's not his fault.

Your past self is crying so loud it travels through time

Go back and find him.",,45,129,696,[],https://twitter.com/OneJKMolina/status/1282402427837259777
JK MOLINA,@OneJKMolina,2020-07-01T17:57:20.000Z,,"Life hack:

Have a WhatsApp group chat with yourself, that way you can use it as a cloud.

You're welcome.",,21,35,187,[],https://twitter.com/OneJKMolina/status/1278387225634488322
JK MOLINA,@OneJKMolina,2020-07-17T16:16:02.000Z,,"Money Twitter isn't the problem.

The problem is 80% of Money Twitter is saying the same thing over and over again.

And everyone thinks,

They're the 20% that don't.",,18,22,168,[],https://twitter.com/OneJKMolina/status/1284159940098232326
JK MOLINA,@OneJKMolina,2020-07-12T01:07:09.000Z,,"There's something liberating

About being asked about the economy

About the virus

About politics

And being able to answer with all sincerity

""I honestly don't care.""",,16,25,165,[],https://twitter.com/OneJKMolina/status/1282119272261726209
JK MOLINA,@OneJKMolina,2020-07-23T18:25:28.000Z,,"Are you an account below 1,000?

Post your best tweet below.

You will catch someone's eye ",👀,188,10,152,[],https://twitter.com/OneJKMolina/status/1286366838797012993
JK MOLINA,@OneJKMolina,2020-07-28T14:33:29.000Z,,"A woman shouldn't feel bad for wanting a man to take care of her.

Financially or physically, it doesn't matter.

Men have clear advantages from both a biological and workspace-related standpoint.

You know you've been brainwashed.

If you think it's wrong to want to be protected",,19,33,211,[],https://twitter.com/OneJKMolina/status/1288120399171973121
JK MOLINA,@OneJKMolina,2020-07-24T17:14:24.000Z,,"Arriving on time is a sign of respect.

Don't come late to a place that was prepared for you.

Manners, people.",,20,19,183,[],https://twitter.com/OneJKMolina/status/1286711340992802816
Brandon Zhang,@brandonthezhang,2020-07-04T19:47:40.000Z,,"I started following 
@david_perell
 because I saw his bio and saw ""The Writing Guy,"" thinking ""that's something I could get better at."" 

But I have found the true value is his constant distribution of new ideas and fresh perspectives. 

- A Thread of his Best -",,10,41,343,[],https://twitter.com/brandonthezhang/status/1279502156727377920
JK MOLINA,@OneJKMolina,2020-07-22T03:02:16.000Z,,"Amigos, I am very happy tonight.

My dad just called.

He said: Hey son, will you teach me how to go over this online business I want to build?

And as of today, we're starting a photographer venture here in Guatemala.

I KNOW I can help my dad and to me,

That is everything.",,22,6,135,[],https://twitter.com/OneJKMolina/status/1285772121608728577
Brandon Zhang,@brandonthezhang,2020-07-01T23:42:54.000Z,,"In my 2nd edition of ""Best Threads on Twitter,"" I introduce: 
@mkobach
! 

His content on social media and his webinar singlehandedly transformed my strategy on Twitter and led to one of my most successful articles on Medium. 

- Here's a thread of his neverending wisdom -",,9,19,162,[],https://twitter.com/brandonthezhang/status/1278474191944052736
Brandon Zhang,@brandonthezhang,2020-07-19T01:33:56.000Z,,"My article examining 
@APompliano
’s content strategy is now available. 

I take a dive into how he is able to run both a successful newsletter and podcast using Twitter as an engine. 

https://link.medium.com/HN96I7wFe8",,11,45,216,[],https://twitter.com/brandonthezhang/status/1284662725629468672
Brandon Zhang,@brandonthezhang,2020-07-16T18:23:36.000Z,,"Just finished an amazing conversation with 
@jackbutcher
!

He is truly becoming my biggest mentor on the platform. His knowledge on design, Twitter, and business has been integral to my growth. 

Start of a great friendship 

Looking forward to share our conversation tomorrow!",👊 🙏,13,8,132,[],https://twitter.com/brandonthezhang/status/1283829655649189888
JK MOLINA,@OneJKMolina,2020-08-07T18:47:11.000Z,,Porn will fuck you up more than your government ever will.,,36,105,661,[],https://twitter.com/OneJKMolina/status/1291808120243724288
JK MOLINA,@OneJKMolina,2020-08-27T14:21:54.000Z,,"You're in the business of selling yourself.

Here are 20 lessons every good salesman needs to know.

//THREAD//",,27,398,"1,181",[],https://twitter.com/OneJKMolina/status/1298989117582135302
JK MOLINA,@OneJKMolina,2020-08-04T16:16:15.000Z,,Having solid friendships will do more for you than any self help book ever will.,,16,108,585,[],https://twitter.com/OneJKMolina/status/1290682974212628482
JK MOLINA,@OneJKMolina,2020-08-22T13:57:25.000Z,,Teach your kids how to fight.,,15,26,156,[],https://twitter.com/OneJKMolina/status/1297171017669005312
JK MOLINA,@OneJKMolina,2020-08-02T16:51:26.000Z,,"If you've had sex, you know how to sell.",,26,28,163,[],https://twitter.com/OneJKMolina/status/1289967051902132224
JK MOLINA,@OneJKMolina,2020-08-08T18:52:52.000Z,,"I lost 45 pounds the last 12 months.

And let me tell you,

The physical gains I got are nothing compared to the mental ones.

+Confidence
+Power
+Stamina
+Energy
+Focus

If you don't work out for your body,

Do it for your mind.",,50,37,350,['https://pbs.twimg.com/media/Ee63KxnWoAAGG8c?format=png&name=small'],https://twitter.com/OneJKMolina/status/1292171941177106438
JK MOLINA,@OneJKMolina,2020-08-23T08:30:20.000Z,,"You don't want money.

You just want to stop worrying about it.",,11,41,250,[],https://twitter.com/OneJKMolina/status/1297451091056041986
JK MOLINA,@OneJKMolina,2020-08-17T16:57:25.000Z,,Imagine thinking women don't like sex.,,13,10,163,[],https://twitter.com/OneJKMolina/status/1295404376966799360
JK MOLINA,@OneJKMolina,2020-08-26T14:05:27.000Z,,"Her: Come over baby, I'm home alone.

-""I can't baby I'm tweeting about life and purpose.""

Her: But I'm all alone!

-""Aren't we all?""",,14,14,164,[],https://twitter.com/OneJKMolina/status/1298622589061996545
Brandon Zhang,@brandonthezhang,2020-08-24T19:04:20.000Z,,"Writing 750 words a day becomes 22,500 words a month. 

Exercising for 30 minutes a day becomes 15 hours a month. 

Reading 50 pages a day becomes 1500 pages a month. 

These are the small actions that compound. 

Celebrate each small win because it is always a step forward.",,4,57,171,[],https://twitter.com/brandonthezhang/status/1297973031063543809
JK MOLINA,@OneJKMolina,2020-08-21T00:55:16.000Z,,"Men,

What's the most attractive (non-sexual) female quality for you?",,221,96,245,[],https://twitter.com/OneJKMolina/status/1296611793163423747
