UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Andrea Bosoni,@theandreboso,2020-01-30T13:16:33.000Z,Next time someone asks me how to grow an audience from scratch I’ll just redirect him to this answer by ,"Next time someone asks me how to grow an audience from scratch I’ll just redirect him to this answer by 
@dvassallo",🙌,1,31,181,['https://pbs.twimg.com/media/EPiC4-3WoAA3sPU?format=jpg&name=small'],https://twitter.com/theandreboso/status/1222871218589749250
Andrea Bosoni,@theandreboso,2020-01-26T14:22:59.000Z,Idea: every week I randomly pick one product made by some ,"Idea: every week I randomly pick one product made by some 
@IndieHackers
 and write 500-1000 words on how I’d grow it ",,55,21,501,[],https://twitter.com/theandreboso/status/1221438387464351746
Andrea Bosoni,@theandreboso,2020-08-28T11:53:59.000Z,I love working 12 hours a day on my online business so I can avoid the 9 to 5.,I love working 12 hours a day on my online business so I can avoid the 9 to 5.,,10,38,335,[],https://twitter.com/theandreboso/status/1299314282526576640
Andrea Bosoni,@theandreboso,2020-09-08T10:43:54.000Z,What marketing advice would you give to someone who’s just starting out?,What marketing advice would you give to someone who’s just starting out?,,107,49,251,[],https://twitter.com/theandreboso/status/1303282910716461056
Andrea Bosoni,@theandreboso,2020-09-15T11:10:46.000Z,Who wins between a good product with bad marketing and a bad product with good marketing?,Who wins between a good product with bad marketing and a bad product with good marketing?,,137,36,158,[],https://twitter.com/theandreboso/status/1305826386637197312
Andrea Bosoni,@theandreboso,2020-09-11T12:32:14.000Z,"Still too many founders don’t consider distribution and spend months building their new idea only to discover that if you build it they won’t come.

Challenge: open a dedicated social media account and try to get it to 100 followers before actually building anything.","Still too many founders don’t consider distribution and spend months building their new idea only to discover that if you build it they won’t come.

Challenge: open a dedicated social media account and try to get it to 100 followers before actually building anything.",,16,9,150,[],https://twitter.com/theandreboso/status/1304397339059261441
Andrea Bosoni,@theandreboso,2020-12-07T16:12:48.000Z,"No marketing budget? Start writing.

- If you write 250 words/day
- Every year you’ll publish 50 posts
- If each post brings you 10 visits/day
- Every year you’ll have 200k traffic
- If your traffic converts 1%/day
- Every year you’ll get 2k customers","No marketing budget? Start writing.

- If you write 250 words/day
- Every year you’ll publish 50 posts
- If each post brings you 10 visits/day
- Every year you’ll have 200k traffic
- If your traffic converts 1%/day
- Every year you’ll get 2k customers",,57,508,"2,483",[],https://twitter.com/theandreboso/status/1335980590898831361
Andrea Bosoni,@theandreboso,2020-12-14T16:29:34.000Z,10 lessons I’ve learned working 10 years as a marketer.,10 lessons I’ve learned working 10 years as a marketer.,,48,302,"1,250",[],https://twitter.com/theandreboso/status/1338521523301314561
Andrea Bosoni,@theandreboso,2020-12-25T16:12:07.000Z,Shoutout to everyone who can’t stop thinking about their side project ,Shoutout to everyone who can’t stop thinking about their side project ,😅,13,7,209,[],https://twitter.com/theandreboso/status/1342503398965440513
Andrea Bosoni,@theandreboso,2021-01-21T15:17:37.000Z,I'd much rather have a lifestyle business that makes $10k/month and let me live my life on my own terms vs a startup that makes $100k/month and requires all of my attention.,I'd much rather have a lifestyle business that makes $10k/month and let me live my life on my own terms vs a startup that makes $100k/month and requires all of my attention.,,95,196,"1,702",[],https://twitter.com/theandreboso/status/1352274156184862722
Andrea Bosoni,@theandreboso,2021-01-02T16:18:27.000Z,"Last year I talked with more than 50 founders (SaaS, eCommerce, etc.).

Almost all of the most successful ones told me the same thing.

They wish they had started working on SEO sooner.","Last year I talked with more than 50 founders (SaaS, eCommerce, etc.).

Almost all of the most successful ones told me the same thing.

They wish they had started working on SEO sooner.",,9,18,155,[],https://twitter.com/theandreboso/status/1345404096686280713
Andrea Bosoni,@theandreboso,2021-02-10T14:32:29.000Z,"One year ago I had 100 Twitter followers and 0 email subscribers.

I challenged myself to make at least 1 tweet, 1 comment and 1 DM every single day for a year.

365 days later I have 3.7k followers and 2.4k subscribers.

Consistency is king.","One year ago I had 100 Twitter followers and 0 email subscribers.

I challenged myself to make at least 1 tweet, 1 comment and 1 DM every single day for a year.

365 days later I have 3.7k followers and 2.4k subscribers.

Consistency is king.",,36,39,642,[],https://twitter.com/theandreboso/status/1359510553216118789
Andrea Bosoni,@theandreboso,2021-02-21T10:59:15.000Z,"I don’t want to move fast and break things. I want to build a calm, profitable lifestyle business. I optimize for happiness.","I don’t want to move fast and break things. I want to build a calm, profitable lifestyle business. I optimize for happiness.",,9,25,244,[],https://twitter.com/theandreboso/status/1363443161654247424
Andrea Bosoni,@theandreboso,2021-02-23T10:56:55.000Z,Quick reminder that customers don’t give a f**k about what technology you use as long as you have a product that solves their problem.,Quick reminder that customers don’t give a f**k about what technology you use as long as you have a product that solves their problem.,,12,33,205,[],https://twitter.com/theandreboso/status/1364167349314719749
Andrea Bosoni,@theandreboso,2021-02-13T15:07:21.000Z,"Building an online business is freaking hard. 

Give yourself permission to take time off.","Building an online business is freaking hard. 

Give yourself permission to take time off.",,9,13,148,[],https://twitter.com/theandreboso/status/1360606492043395073
Andrea Bosoni,@theandreboso,2021-01-28T10:58:27.000Z,"Building in public is overrated because most of the time your audience isn't made of potential customers.

It’s a nice way to build relationships with other founders but it isn’t a silver bullet for growth.","Building in public is overrated because most of the time your audience isn't made of potential customers.

It’s a nice way to build relationships with other founders but it isn’t a silver bullet for growth.",,39,19,206,[],https://twitter.com/theandreboso/status/1354745648965423104
Andrea Bosoni,@theandreboso,2021-02-19T12:36:00.000Z,"How to get traffic (without getting lucky):

- Have a blog on your own domain
- Discover questions your potential customers might have

Then write. Write at least 250 words every single day to answer them.","How to get traffic (without getting lucky):

- Have a blog on your own domain
- Discover questions your potential customers might have

Then write. Write at least 250 words every single day to answer them.",,13,13,171,[],https://twitter.com/theandreboso/status/1362742732662460417
Marketing Max,@MarketingMax,2021-03-02T00:07:01.000Z,"Marketing hack: over simplify things for your audience

Bad marketers think the general public loves details","Marketing hack: over simplify things for your audience

Bad marketers think the general public loves details",,41,211,"1,049",[],https://twitter.com/MarketingMax/status/1366540510970728450
Andrea Bosoni,@theandreboso,2021-03-13T13:45:26.000Z,Twitter becomes 10x better when you stop trying to build an audience and start trying to build relationships.,Twitter becomes 10x better when you stop trying to build an audience and start trying to build relationships.,,37,100,743,[],https://twitter.com/theandreboso/status/1370732740459528196
Andrea Bosoni,@theandreboso,2021-02-28T18:14:03.000Z,Sunday afternoon is when you understand if you really like your job.,Sunday afternoon is when you understand if you really like your job.,,7,31,294,[],https://twitter.com/theandreboso/status/1366089297036795906
Marketing Max,@MarketingMax,2021-03-18T15:40:54.000Z,Everything you want in life can be achieved by becoming a better storyteller,Everything you want in life can be achieved by becoming a better storyteller,,20,38,252,[],https://twitter.com/MarketingMax/status/1372573736096923648
Andrea Bosoni,@theandreboso,2021-03-11T19:57:16.000Z,"A basic framework I use to understand what to prioritize in a marketing strategy:

- Pre-existing demand? Search
- No pre-existing demand? Social
- More time than money? Content
- More money than time? Ads","A basic framework I use to understand what to prioritize in a marketing strategy:

- Pre-existing demand? Search
- No pre-existing demand? Social
- More time than money? Content
- More money than time? Ads",,7,48,253,[],https://twitter.com/theandreboso/status/1370101537893146627
Andrea Bosoni,@theandreboso,2021-03-16T11:31:37.000Z,"Last week I got a link from Ahrefs (domain authority 90). Huge SEO win!

But it didn’t just happen. I had to make it happen.

Here’s how I did it.","Last week I got a link from Ahrefs (domain authority 90). Huge SEO win!

But it didn’t just happen. I had to make it happen.

Here’s how I did it.",,8,14,144,[],https://twitter.com/theandreboso/status/1371786227297452032
Marketing Max,@MarketingMax,2021-03-23T18:41:14.000Z,Bad marketers think marketing can be completely “automated”,Bad marketers think marketing can be completely “automated”,,15,16,139,[],https://twitter.com/MarketingMax/status/1374431056833572865
Andrea Bosoni,@theandreboso,2021-03-20T20:40:57.000Z,It's so frustrating when you do something cool online but you can't tell your real life friends because they wouldn't understand...,It's so frustrating when you do something cool online but you can't tell your real life friends because they wouldn't understand...,,22,16,222,[],https://twitter.com/theandreboso/status/1373374019894964231
Andrea Bosoni,@theandreboso,2021-04-02T10:26:45.000Z,Love this ad ,Love this ad ,😂,37,409,"2,413",['https://pbs.twimg.com/media/Ex9kepTWgAIfntN?format=jpg&name=small'],https://twitter.com/theandreboso/status/1377930494323654657
Andrea Bosoni,@theandreboso,2021-03-30T14:30:58.000Z,"It’s hard to find good marketing stuff online. There’s a lot of noise.

Here are 5 of my favorite resources ","It’s hard to find good marketing stuff online. There’s a lot of noise.

Here are 5 of my favorite resources ",👇,44,234,"1,189",[],https://twitter.com/theandreboso/status/1376904793017483266
Andrea Bosoni,@theandreboso,2021-04-15T12:39:18.000Z,Can we just ban the term growth hack forever please.,Can we just ban the term growth hack forever please.,,47,28,315,[],https://twitter.com/theandreboso/status/1382674895679721474
Andrea Bosoni,@theandreboso,2021-04-05T15:19:54.000Z,"The best landing pages I’ve seen:

- Use customers’ words in their copy
- Focus on only one offer
- Explain the product above the fold
- Anticipate and counter objections
- Try to be clear instead of clever

Simple, but not easy.","The best landing pages I’ve seen:

- Use customers’ words in their copy
- Focus on only one offer
- Explain the product above the fold
- Anticipate and counter objections
- Try to be clear instead of clever

Simple, but not easy.",,12,43,293,[],https://twitter.com/theandreboso/status/1379091432963780610
