UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Palak Chandak,@an_napurna,2021-02-16T05:52:00.000Z,,First ever classroom learning began with a game!,,14,2,238,['https://pbs.twimg.com/media/EuU2C0_VoAATUjL?format=jpg&name=small'],https://twitter.com/an_napurna/status/1361553898482270211
Robert Balazsi,@robertbalazsi,2021-06-10T19:13:08.000Z,,Modern exception handling,,9,42,254,['https://pbs.twimg.com/media/E3iyoO5X0AIgBzr?format=png&name=small'],https://twitter.com/robertbalazsi/status/1403067728081178633
Palak Chandak,@an_napurna,2021-07-24T17:54:33.000Z,,"This is highlight of my day today! 
After the class I asked them to sleep and Shailesh came and slept on my Knee, I felt loved in the moment and forever ",❤,4,6,223,['https://pbs.twimg.com/media/E7FGoKwXMAArmm9?format=jpg&name=small'],https://twitter.com/an_napurna/status/1418993017151660032
Robert Balazsi,@robertbalazsi,2021-08-13T11:59:09.000Z,,Italian developers talking to the product manager ,❤,21,140,"1,459",['https://pbs.twimg.com/media/E8q0-euWYAUszr6?format=jpg&name=small'],https://twitter.com/robertbalazsi/status/1426151334785454081
Robert Balazsi,@robertbalazsi,2021-08-14T17:25:56.000Z,,Before and after coding,,33,44,546,['https://pbs.twimg.com/media/E8xJXa_WEAE5NIT?format=png&name=small'],https://twitter.com/robertbalazsi/status/1426595960919109634
Robert Balazsi,@robertbalazsi,2021-08-05T10:00:19.000Z,,A programmer is a person who converts coffee to code.,,95,201,"1,597",[],https://twitter.com/robertbalazsi/status/1423222326645112833
Robert Balazsi,@robertbalazsi,2021-08-12T19:55:36.000Z,,"HTTP Status Codes cheat sheet:

1xx - hold on
2xx - here you go
3xx - go away
4xx - you fucked up
5xx - I fucked up",,14,220,797,[],https://twitter.com/robertbalazsi/status/1425908847974260740
Robert Balazsi,@robertbalazsi,2021-08-22T14:54:29.000Z,,"My wife this morning:

""As your wife, I want to know when you're going to read all these books you ordered.""

So we're talking in user stories. ",😀,21,12,184,[],https://twitter.com/robertbalazsi/status/1429456950727745542
Robert Balazsi,@robertbalazsi,2021-08-26T10:05:01.000Z,,"Never ask a SQL developer to help you move furniture.

They drop tables.",,157,510,"3,094",[],https://twitter.com/robertbalazsi/status/1430833655094644736
Aarchi,@FafdaJalebie,2021-09-22T05:14:17.000Z,,Khandvi for all my 600 followers,🥺 🥺 🥺 🥺 🥺 🥺 🥺 🥺 🥺 🥺 🥺 🥺,34,1,186,['https://pbs.twimg.com/media/E_3YAbIUcAETkQp?format=jpg&name=900x900'],https://twitter.com/FafdaJalebie/status/1440544961619894279
Aarchi,@FafdaJalebie,2021-09-29T03:29:15.000Z,,I heard Twitter appreciates ART,🎨,38,9,268,['https://pbs.twimg.com/media/FAbDFTAUcAcoFoa?format=jpg&name=900x900'],https://twitter.com/FafdaJalebie/status/1443055245555232769
